Species	Br	Bd	Bd^2
Callosciurus_caniceps	0.779596491	2.380211242	5.665405557
Spermophilopsis_leptodactylus	0.790988475	2.694605199	7.260897178
Callosciurus_prevostii	0.814247596	2.64246452	6.982618739
Cricetomys_gambianus	0.81756537	3.06069784	9.367871268
Xerus_erythropus	0.824776462	2.858837851	8.172953858
Otospermophilus_variegatus	0.845718018	2.847047981	8.105682206
Aplodontia_rufa	0.847572659	2.906335042	8.446783376
Sciurus_carolinensis	0.869818208	2.70171474	7.299262536
Sciurus_aberti	0.871572936	2.796921075	7.8227675
Xerus_inauris	0.883661435	2.602059991	6.770716197
Petaurista_elegans	0.889861721	2.965671971	8.79521024
Sciurus_niger	0.898176483	2.712918948	7.359929218
Ratufa_affinis	0.99343623	2.992332559	8.954054144
Aeromys_tephromelas	1.014520539	3.075181855	9.456743441
Ratufa_bicolor	1.041787319	3.120573931	9.737981659
Protoxerus_stangeri	1.05422991	2.805840549	7.872741186
Marmota_menzbieri	1.056904851	3.479287316	12.10544023
Petaurista_petaurista	1.070776463	3.258038338	10.61481381
Marmota_flaviventris	1.088844563	3.525109622	12.42639785
Marmota_bobak	1.098989639	3.692141609	13.63190966
Marmota_camtschatica	1.101403351	3.520418023	12.39334306
Lagostomus_maximus	1.102433706	3.63050415	13.18056038
Thryonomys_swinderianus	1.123198075	3.210853365	10.30957933
Marmota_vancouverensis	1.136086097	3.62838893	13.16520623
Marmota_baibacina	1.138302698	3.730378469	13.91572352
Marmota_broweri	1.144262774	3.532117116	12.47585132
Marmota_monax	1.15182934	3.447855444	11.88770716
Marmota_caudata	1.154728207	3.627570664	13.15926892
Marmota_caligata	1.165244326	3.799340549	14.43498861
Marmota_olympus	1.188365926	3.541429461	12.54172263
Marmota_himalayana	1.22297645	3.820037172	14.592684
Dinomys_branickii	1.43055877	4.146128036	17.19037769
Cratogeomys_fumosus	0.622214023	2.804139432	7.863197954
Zapus_trinotatus	-0.301029996	1.439332694	2.071678604
Akodon_azarae	-0.192464972	1.397940009	1.954236269
Cricetulus_barabensis	-0.173990022	1.475525915	2.177176726
Ochrotomys_nuttalli	-0.15490196	1.31386722	1.726247072
Acomys_cahirinus	-0.15490196	1.491361694	2.224159702
Psammomys_obesus	0.113943352	1.839478047	3.383679485
Lemmus_sibiricus	0.173186268	1.84509804	3.404386777
Holochilus_chacarius	0.206825876	2.309630167	5.334391508
Tamias_cinereicollis	0.255272505	1.790285164	3.205120968
Octodon_degus	0.322219295	2.322219295	5.392702454
Thomomys_bulbivorus	0.342422681	2.536558443	6.434128735
Mesomys_hispidus	0.421603927	2.243038049	5.031219689
Nannospalax_leucodon	0.477121255	2.086359831	4.352897344
Makalata_didelphoides	0.537819095	2.033423755	4.134812167
Clyomys_laticeps	0.546542663	2.303196057	5.304712077
Makalata_macrura	0.589949601	2.64246452	6.982618739
Echimys_chrysurus	0.700703717	2.814247596	7.919989532
Coendou_vestitus	1.068556895	2.866877814	8.2189884
Trichys_fasciculata	1.115610512	3.193124598	10.1960447
Dolichotis_salinicola	1.184975191	3.204119983	10.26638487
Coendou_prehensilis	1.223495941	3.643452676	13.2747474
Coendou_quichua	1.319106059	3.301029996	10.89679903
Atherurus_africanus	1.340245762	3.498655095	12.24058747
Atherurus_macrourus	1.499274582	3.301029996	10.89679903
Hystrix_africaeaustralis	1.55278985	4.174234305	17.42423203
Hystrix_brachyurus	1.575649615	3.903089987	15.23411145
Hystrix_indica	1.644143051	4.165837625	17.35420312
Tupaia_javanica	0.361727836	1.903089987	3.621751499
Orycteropus_afer	1.900367129	4.649821463	21.62083964
Leopardus_tigrinus	1.42975228	3.447158031	11.88289849
Tremarctos_ornatus	2.496929648	5.146128036	26.48263376
Genetta_maculata	1.28780173	3.414973348	11.66204297
Capricornis_crispus	2.119255889	4.517195898	20.40505878
Connochaetes_gnou	2.484299839	5.176091259	26.79192072
Eudorcas_rufifrons	1.988261597	4.414973348	19.49198966
Oryx_dammah	2.382017043	5.112269768	26.13530218
Molossus_rufus	-0.30744829	1.47545326	2.176962322
Artibeus_hartii	-0.292004254	1.152288344	1.327768428
Myonycteris_angolensis	0.246005904	1.92505412	3.705833365
Arielulus_circumdatus	-0.638272164	1.017033339	1.034356813
Pipistrellus_stenopterus	-0.607303047	1.198657087	1.436778812
Fukomys_anselli	0.089551883	1.846337112	3.408960731
Fukomys_mechowii	0.36361198	2.187520721	4.785246905
Capromys_pilorides	1.04857127	3.572135543	12.76015234
Galea_spixii	0.812913357	2.827369273	7.994017006
Myoprocta_acouchy	0.995635195	2.893206753	8.370645316
Gerbillus_gerbillus	0.531478917	1.977723605	3.911390658
Leopoldamys_milleti	0.625312451	2.521268876	6.356796745
Pteromys_volans	0.283301229	1.806179974	3.262286098
Parascalops_breweri	-0.119758224	1.630427875	2.658295056
Amblysomus_hottentotus	-0.090443971	1.897627091	3.600988576
Proechimys_guyannensis	0.317645543	2.349248379	5.518967946
Petrodromus_tetradactylus	0.387389826	2.122215878	4.503800233
Dendrohyrax_dorsalis	1.10720997	3.06069784	9.367871268
Marmosops_noctivagus	-0.040958608	2	4
Fukomys_darlingi	0.089905111	2.061414778	4.249430887
Fukomys_damarensis	0.1430148	2.04348017	4.175811205
Georychus_capensis	0.217483944	2.190583796	4.798657367
